session_id,event_id,event_sequence,timestamp_utc,event_type,payment_method,currency,country,processor,status,decline_code,device_type,browser,amount,duration_ms
ses_0004,evt_000019,1,2026-09-04T06:14:42Z,checkout_initiated,card_visa,USD,Cross-border,gateway_alpha,started,,mobile,Safari,325.36,710
ses_0004,evt_000020,2,2026-09-04T06:14:48Z,method_selected,card_visa,USD,Cross-border,gateway_alpha,success,,mobile,Safari,325.36,1785
ses_0004,evt_000021,3,2026-09-04T06:15:00Z,details_entered,card_visa,USD,Cross-border,gateway_alpha,abandoned,,mobile,Safari,325.36,1796
ses_0005,evt_000022,1,2026-09-14T06:37:52Z,checkout_initiated,gcash,PHP,Philippines,wallet_hub,started,,mobile,Chrome,441.42,1339
ses_0005,evt_000023,2,2026-09-14T06:37:56Z,method_selected,gcash,PHP,Philippines,wallet_hub,success,,mobile,Chrome,441.42,199
ses_0005,evt_000024,3,2026-09-14T06:38:06Z,details_entered,gcash,PHP,Philippines,wallet_hub,success,,mobile,Chrome,441.42,1391
ses_0005,evt_000025,4,2026-09-14T06:38:11Z,authorization_requested,gcash,PHP,Philippines,wallet_hub,submitted,,mobile,Chrome,441.42,1423
ses_0005,evt_000026,5,2026-09-14T06:38:18Z,authorization_response,gcash,PHP,Philippines,wallet_hub,success,,mobile,Chrome,441.42,371
ses_0005,evt_000027,6,2026-09-14T06:38:28Z,payment_completed,gcash,PHP,Philippines,wallet_hub,success,,mobile,Chrome,441.42,518
ses_0006,evt_000028,1,2026-09-07T04:33:07Z,checkout_initiated,card_visa,KES,Kenya,gateway_alpha,started,,mobile,Safari,9.42,710
ses_0006,evt_000029,2,2026-09-07T04:33:09Z,method_selected,card_visa,KES,Kenya,gateway_alpha,success,,mobile,Safari,9.42,970
ses_0006,evt_000030,3,2026-09-07T04:33:12Z,details_entered,card_visa,KES,Kenya,gateway_alpha,success,,mobile,Safari,9.42,1389
ses_0006,evt_000031,4,2026-09-07T04:33:23Z,authorization_requested,card_visa,KES,Kenya,gateway_alpha,submitted,,mobile,Safari,9.42,255
ses_0006,evt_000032,5,2026-09-07T04:33:42Z,3ds_redirect,card_visa,KES,Kenya,gateway_alpha,redirected,,mobile,Safari,9.42,9016
ses_0006,evt_000033,6,2026-09-07T04:33:56Z,3ds_completed,card_visa,KES,Kenya,gateway_alpha,abandoned,3ds_abandoned,mobile,Safari,9.42,11065
ses_0007,evt_000034,1,2026-09-02T11:47:17Z,checkout_initiated,card_mastercard,SGD,Singapore,gateway_alpha,started,,desktop,Chrome,189.14,728
ses_0007,evt_000035,2,2026-09-02T11:47:24Z,method_selected,card_mastercard,SGD,Singapore,gateway_alpha,success,,desktop,Chrome,189.14,892
ses_0007,evt_000036,3,2026-09-02T11:47:32Z,details_entered,card_mastercard,SGD,Singapore,gateway_alpha,success,,desktop,Chrome,189.14,252
ses_0007,evt_000037,4,2026-09-02T11:47:43Z,authorization_requested,card_mastercard,SGD,Singapore,gateway_alpha,submitted,,desktop,Chrome,189.14,1570
ses_0007,evt_000038,5,2026-09-02T11:47:46Z,3ds_redirect,card_mastercard,SGD,Singapore,gateway_alpha,redirected,,desktop,Chrome,189.14,1923
ses_0007,evt_000039,6,2026-09-02T11:47:49Z,3ds_completed,card_mastercard,SGD,Singapore,gateway_alpha,success,,desktop,Chrome,189.14,2158
ses_0007,evt_000040,7,2026-09-02T11:47:53Z,authorization_response,card_mastercard,SGD,Singapore,gateway_alpha,success,,desktop,Chrome,189.14,722
ses_0007,evt_000041,8,2026-09-02T11:47:56Z,payment_completed,card_mastercard,SGD,Singapore,gateway_alpha,success,,desktop,Chrome,189.14,1091
ses_0008,evt_000042,1,2026-09-01T22:34:40Z,checkout_initiated,bnpl_atome,PHP,Philippines,bnpl_connect,started,,desktop,Chrome,81.20,214
ses_0009,evt_000043,1,2026-09-05T21:38:13Z,checkout_initiated,card_visa,KES,Kenya,gateway_alpha,started,,mobile,Safari,444.99,1049
ses_0009,evt_000044,2,2026-09-05T21:38:17Z,method_selected,card_visa,KES,Kenya,gateway_alpha,success,,mobile,Safari,444.99,969
ses_0009,evt_000045,3,2026-09-05T21:38:20Z,details_entered,card_visa,KES,Kenya,gateway_alpha,success,,mobile,Safari,444.99,1476
ses_0009,evt_000046,4,2026-09-05T21:38:28Z,authorization_requested,card_visa,KES,Kenya,gateway_alpha,submitted,,mobile,Safari,444.99,1795
ses_0009,evt_000047,5,2026-09-05T21:38:30Z,authorization_response,card_visa,KES,Kenya,gateway_alpha,success,,mobile,Safari,444.99,891
ses_0009,evt_000048,6,2026-09-05T21:38:39Z,payment_completed,card_visa,KES,Kenya,gateway_alpha,success,,mobile,Safari,444.99,1510
ses_0010,evt_000049,1,2026-09-14T18:49:27Z,checkout_initiated,card_mastercard,KES,Kenya,gateway_alpha,started,,mobile,Safari,130.87,1329
ses_0010,evt_000050,2,2026-09-14T18:49:38Z,method_selected,card_mastercard,KES,Kenya,gateway_alpha,success,,mobile,Safari,130.87,1101
ses_0010,evt_000051,3,2026-09-14T18:49:47Z,details_entered,card_mastercard,KES,Kenya,gateway_alpha,success,,mobile,Safari,130.87,1209
ses_0010,evt_000052,4,2026-09-14T18:49:52Z,authorization_requested,card_mastercard,KES,Kenya,gateway_alpha,submitted,,mobile,Safari,130.87,1066
ses_0010,evt_000053,5,2026-09-14T18:50:02Z,authorization_response,card_mastercard,KES,Kenya,gateway_alpha,failed,insufficient_funds,mobile,Safari,130.87,1063
ses_0011,evt_000054,1,2026-09-09T09:42:43Z,checkout_initiated,mpesa,USD,Cross-border,wallet_hub,started,,desktop,Chrome,456.88,770
ses_0011,evt_000055,2,2026-09-09T09:42:50Z,method_selected,mpesa,USD,Cross-border,wallet_hub,success,,desktop,Chrome,456.88,218
ses_0011,evt_000056,3,2026-09-09T09:42:52Z,details_entered,mpesa,USD,Cross-border,wallet_hub,success,,desktop,Chrome,456.88,1100
ses_0011,evt_000057,4,2026-09-09T09:42:55Z,authorization_requested,mpesa,USD,Cross-border,wallet_hub,submitted,,desktop,Chrome,456.88,1767
ses_0011,evt_000058,5,2026-09-09T09:42:57Z,authorization_response,mpesa,USD,Cross-border,wallet_hub,failed,fraud_suspected,desktop,Chrome,456.88,647
ses_0012,evt_000059,1,2026-09-11T03:53:48Z,checkout_initiated,card_mastercard,PHP,Philippines,gateway_beta,started,,mobile,Chrome,72.56,551
ses_0012,evt_000060,2,2026-09-11T03:53:55Z,method_selected,card_mastercard,PHP,Philippines,gateway_beta,success,,mobile,Chrome,72.56,1284
ses_0012,evt_000061,3,2026-09-11T03:54:03Z,details_entered,card_mastercard,PHP,Philippines,gateway_beta,success,,mobile,Chrome,72.56,646
ses_0012,evt_000062,4,2026-09-11T03:54:09Z,authorization_requested,card_mastercard,PHP,Philippines,gateway_beta,submitted,,mobile,Chrome,72.56,1726
ses_0012,evt_000063,5,2026-09-11T03:54:23Z,3ds_redirect,card_mastercard,PHP,Philippines,gateway_beta,redirected,,mobile,Chrome,72.56,8871
ses_0012,evt_000064,6,2026-09-11T03:54:39Z,3ds_completed,card_mastercard,PHP,Philippines,gateway_beta,abandoned,3ds_abandoned,mobile,Chrome,72.56,9117
ses_0013,evt_000065,1,2026-09-14T01:48:31Z,checkout_initiated,gcash,PHP,Philippines,wallet_hub,started,,mobile,Chrome,348.05,1615
ses_0013,evt_000066,2,2026-09-14T01:48:35Z,method_selected,gcash,PHP,Philippines,wallet_hub,success,,mobile,Chrome,348.05,963
ses_0013,evt_000067,3,2026-09-14T01:48:45Z,details_entered,gcash,PHP,Philippines,wallet_hub,success,,mobile,Chrome,348.05,446
ses_0013,evt_000068,4,2026-09-14T01:48:51Z,authorization_requested,gcash,PHP,Philippines,wallet_hub,submitted,,mobile,Chrome,348.05,1083
ses_0013,evt_000069,5,2026-09-14T01:49:02Z,authorization_response,gcash,PHP,Philippines,wallet_hub,success,,mobile,Chrome,348.05,1741
ses_0013,evt_000070,6,2026-09-14T01:49:09Z,payment_completed,gcash,PHP,Philippines,wallet_hub,success,,mobile,Chrome,348.05,1670
ses_0014,evt_000071,1,2026-09-13T12:48:12Z,checkout_initiated,bank_transfer_local,PHP,Philippines,bank_rail,started,,mobile,Chrome,338.17,1303
ses_0014,evt_000072,2,2026-09-13T12:48:23Z,method_selected,bank_transfer_local,PHP,Philippines,bank_rail,success,,mobile,Chrome,338.17,1590
ses_0014,evt_000073,3,2026-09-13T12:48:32Z,details_entered,bank_transfer_local,PHP,Philippines,bank_rail,success,,mobile,Chrome,338.17,1086
ses_0014,evt_000074,4,2026-09-13T12:48:36Z,authorization_requested,bank_transfer_local,PHP,Philippines,bank_rail,submitted,,mobile,Chrome,338.17,705
ses_0014,evt_000075,5,2026-09-13T12:48:45Z,authorization_response,bank_transfer_local,PHP,Philippines,bank_rail,success,,mobile,Chrome,338.17,1234
ses_0014,evt_000076,6,2026-09-13T12:48:48Z,payment_completed,bank_transfer_local,PHP,Philippines,bank_rail,success,,mobile,Chrome,338.17,1487
ses_0015,evt_000077,1,2026-09-11T13:15:15Z,checkout_initiated,mpesa,KES,Kenya,wallet_hub,started,,mobile,Chrome,242.69,1047
ses_0015,evt_000078,2,2026-09-11T13:15:21Z,method_selected,mpesa,KES,Kenya,wallet_hub,success,,mobile,Chrome,242.69,919
ses_0015,evt_000079,3,2026-09-11T13:15:29Z,details_entered,mpesa,KES,Kenya,wallet_hub,success,,mobile,Chrome,242.69,1633
ses_0015,evt_000080,4,2026-09-11T13:15:39Z,authorization_requested,mpesa,KES,Kenya,wallet_hub,submitted,,mobile,Chrome,242.69,591
ses_0015,evt_000081,5,2026-09-11T13:15:49Z,authorization_response,mpesa,KES,Kenya,wallet_hub,success,,mobile,Chrome,242.69,672
ses_0015,evt_000082,6,2026-09-11T13:16:00Z,payment_completed,mpesa,KES,Kenya,wallet_hub,success,,mobile,Chrome,242.69,750
ses_0016,evt_000083,1,2026-09-12T23:03:14Z,checkout_initiated,card_mastercard,USD,Cross-border,gateway_alpha,started,,desktop,Firefox,411.51,1786
ses_0016,evt_000084,2,2026-09-12T23:03:24Z,method_selected,card_mastercard,USD,Cross-border,gateway_alpha,success,,desktop,Firefox,411.51,1526
ses_0016,evt_000085,3,2026-09-12T23:03:35Z,details_entered,card_mastercard,USD,Cross-border,gateway_alpha,success,,desktop,Firefox,411.51,885
ses_0016,evt_000086,4,2026-09-12T23:03:45Z,authorization_requested,card_mastercard,USD,Cross-border,gateway_alpha,submitted,,desktop,Firefox,411.51,1422
ses_0016,evt_000087,5,2026-09-12T23:03:53Z,3ds_redirect,card_mastercard,USD,Cross-border,gateway_alpha,redirected,,desktop,Firefox,411.51,3286
ses_0016,evt_000088,6,2026-09-12T23:04:02Z,3ds_completed,card_mastercard,USD,Cross-border,gateway_alpha,success,,desktop,Firefox,411.51,4256
ses_0016,evt_000089,7,2026-09-12T23:04:08Z,authorization_response,card_mastercard,USD,Cross-border,gateway_alpha,success,,desktop,Firefox,411.51,1488
ses_0016,evt_000090,8,2026-09-12T23:04:14Z,payment_completed,card_mastercard,USD,Cross-border,gateway_alpha,success,,desktop,Firefox,411.51,938
ses_0017,evt_000091,1,2026-09-12T04:07:09Z,checkout_initiated,card_mastercard,USD,Cross-border,gateway_beta,started,,mobile,Safari,222.82,1797
ses_0017,evt_000092,2,2026-09-12T04:07:20Z,method_selected,card_mastercard,USD,Cross-border,gateway_beta,success,,mobile,Safari,222.82,1770
ses_0017,evt_000093,3,2026-09-12T04:07:24Z,details_entered,card_mastercard,USD,Cross-border,gateway_beta,success,,mobile,Safari,222.82,1294
ses_0017,evt_000094,4,2026-09-12T04:07:28Z,authorization_requested,card_mastercard,USD,Cross-border,gateway_beta,submitted,,mobile,Safari,222.82,1103
ses_0017,evt_000095,5,2026-09-12T04:07:38Z,3ds_redirect,card_mastercard,USD,Cross-border,gateway_beta,redirected,,mobile,Safari,222.82,3093
ses_0017,evt_000096,6,2026-09-12T04:07:47Z,3ds_completed,card_mastercard,USD,Cross-border,gateway_beta,success,,mobile,Safari,222.82,4735
ses_0017,evt_000097,7,2026-09-12T04:08:02Z,authorization_response,card_mastercard,USD,Cross-border,gateway_beta,failed,timeout,mobile,Safari,222.82,11103
ses_0018,evt_000098,1,2026-09-09T16:41:40Z,checkout_initiated,mpesa,KES,Kenya,wallet_hub,started,,desktop,Chrome,427.03,1280
ses_0018,evt_000099,2,2026-09-09T16:41:47Z,method_selected,mpesa,KES,Kenya,wallet_hub,success,,desktop,Chrome,427.03,1696
ses_0018,evt_000100,3,2026-09-09T16:41:53Z,details_entered,mpesa,KES,Kenya,wallet_hub,success,,desktop,Chrome,427.03,588
ses_0018,evt_000101,4,2026-09-09T16:41:56Z,authorization_requested,mpesa,KES,Kenya,wallet_hub,submitted,,desktop,Chrome,427.03,1174
ses_0018,evt_000102,5,2026-09-09T16:42:05Z,authorization_response,mpesa,KES,Kenya,wallet_hub,success,,desktop,Chrome,427.03,1733
ses_0018,evt_000103,6,2026-09-09T16:42:14Z,payment_completed,mpesa,KES,Kenya,wallet_hub,success,,desktop,Chrome,427.03,235
ses_0019,evt_000104,1,2026-09-14T10:13:01Z,checkout_initiated,card_mastercard,PHP,Philippines,gateway_alpha,started,,desktop,Chrome,352.88,949
ses_0019,evt_000105,2,2026-09-14T10:13:07Z,method_selected,card_mastercard,PHP,Philippines,gateway_alpha,success,,desktop,Chrome,352.88,668
ses_0019,evt_000106,3,2026-09-14T10:13:14Z,details_entered,card_mastercard,PHP,Philippines,gateway_alpha,success,,desktop,Chrome,352.88,770
ses_0019,evt_000107,4,2026-09-14T10:13:21Z,authorization_requested,card_mastercard,PHP,Philippines,gateway_alpha,submitted,,desktop,Chrome,352.88,668
ses_0019,evt_000108,5,2026-09-14T10:13:24Z,3ds_redirect,card_mastercard,PHP,Philippines,gateway_alpha,redirected,,desktop,Chrome,352.88,1327
ses_0019,evt_000109,6,2026-09-14T10:13:32Z,3ds_completed,card_mastercard,PHP,Philippines,gateway_alpha,success,,desktop,Chrome,352.88,4099
ses_0019,evt_000110,7,2026-09-14T10:13:34Z,authorization_response,card_mastercard,PHP,Philippines,gateway_alpha,failed,invalid_card,desktop,Chrome,352.88,548
ses_0020,evt_000111,1,2026-09-12T11:38:00Z,checkout_initiated,card_mastercard,PHP,Philippines,gateway_alpha,started,,mobile,Edge,323.51,1250
ses_0020,evt_000112,2,2026-09-12T11:38:02Z,method_selected,card_mastercard,PHP,Philippines,gateway_alpha,success,,mobile,Edge,323.51,786
ses_0020,evt_000113,3,2026-09-12T11:38:09Z,details_entered,card_mastercard,PHP,Philippines,gateway_alpha,success,,mobile,Edge,323.51,1734
ses_0020,evt_000114,4,2026-09-12T11:38:16Z,authorization_requested,card_mastercard,PHP,Philippines,gateway_alpha,submitted,,mobile,Edge,323.51,1174
ses_0020,evt_000115,5,2026-09-12T11:38:26Z,3ds_redirect,card_mastercard,PHP,Philippines,gateway_alpha,redirected,,mobile,Edge,323.51,2194
ses_0020,evt_000116,6,2026-09-12T11:38:33Z,3ds_completed,card_mastercard,PHP,Philippines,gateway_alpha,success,,mobile,Edge,323.51,2910
ses_0020,evt_000117,7,2026-09-12T11:38:38Z,authorization_response,card_mastercard,PHP,Philippines,gateway_alpha,success,,mobile,Edge,323.51,1133
ses_0020,evt_000118,8,2026-09-12T11:38:46Z,payment_completed,card_mastercard,PHP,Philippines,gateway_alpha,success,,mobile,Edge,323.51,1632
ses_0021,evt_000119,1,2026-09-08T14:17:52Z,checkout_initiated,card_mastercard,KES,Kenya,gateway_beta,started,,mobile,Safari,141.31,656
ses_0021,evt_000120,2,2026-09-08T14:18:01Z,method_selected,card_mastercard,KES,Kenya,gateway_beta,success,,mobile,Safari,141.31,1080
ses_0021,evt_000121,3,2026-09-08T14:18:07Z,details_entered,card_mastercard,KES,Kenya,gateway_beta,success,,mobile,Safari,141.31,653
ses_0021,evt_000122,4,2026-09-08T14:18:12Z,authorization_requested,card_mastercard,KES,Kenya,gateway_beta,submitted,,mobile,Safari,141.31,1060
ses_0021,evt_000123,5,2026-09-08T14:18:30Z,3ds_redirect,card_mastercard,KES,Kenya,gateway_beta,redirected,,mobile,Safari,141.31,13437
ses_0021,evt_000124,6,2026-09-08T14:18:49Z,3ds_completed,card_mastercard,KES,Kenya,gateway_beta,abandoned,3ds_abandoned,mobile,Safari,141.31,8558
ses_0022,evt_000125,1,2026-09-02T06:49:48Z,checkout_initiated,gcash,PHP,Philippines,wallet_hub,started,,mobile,Edge,111.34,1574
ses_0022,evt_000126,2,2026-09-02T06:49:52Z,method_selected,gcash,PHP,Philippines,wallet_hub,success,,mobile,Edge,111.34,1338
ses_0022,evt_000127,3,2026-09-02T06:49:54Z,details_entered,gcash,PHP,Philippines,wallet_hub,success,,mobile,Edge,111.34,672
ses_0022,evt_000128,4,2026-09-02T06:50:03Z,authorization_requested,gcash,PHP,Philippines,wallet_hub,submitted,,mobile,Edge,111.34,596
ses_0022,evt_000129,5,2026-09-02T06:50:10Z,authorization_response,gcash,PHP,Philippines,wallet_hub,success,,mobile,Edge,111.34,762
ses_0022,evt_000130,6,2026-09-02T06:50:15Z,payment_completed,gcash,PHP,Philippines,wallet_hub,success,,mobile,Edge,111.34,1687
ses_0023,evt_000131,1,2026-09-10T20:43:49Z,checkout_initiated,card_mastercard,PHP,Philippines,gateway_beta,started,,desktop,Safari,261.86,1473
ses_0023,evt_000132,2,2026-09-10T20:43:57Z,method_selected,card_mastercard,PHP,Philippines,gateway_beta,success,,desktop,Safari,261.86,399
ses_0023,evt_000133,3,2026-09-10T20:44:08Z,details_entered,card_mastercard,PHP,Philippines,gateway_beta,success,,desktop,Safari,261.86,1284
ses_0023,evt_000134,4,2026-09-10T20:44:19Z,authorization_requested,card_mastercard,PHP,Philippines,gateway_beta,submitted,,desktop,Safari,261.86,946
ses_0023,evt_000135,5,2026-09-10T20:44:24Z,3ds_redirect,card_mastercard,PHP,Philippines,gateway_beta,redirected,,desktop,Safari,261.86,1657
ses_0023,evt_000136,6,2026-09-10T20:44:35Z,3ds_completed,card_mastercard,PHP,Philippines,gateway_beta,success,,desktop,Safari,261.86,3866
ses_0023,evt_000137,7,2026-09-10T20:44:45Z,authorization_response,card_mastercard,PHP,Philippines,gateway_beta,failed,timeout,desktop,Safari,261.86,8934
ses_0024,evt_000138,1,2026-09-02T04:26:07Z,checkout_initiated,card_visa,PHP,Philippines,gateway_beta,started,,mobile,Safari,180.63,180
ses_0024,evt_000139,2,2026-09-02T04:26:14Z,method_selected,card_visa,PHP,Philippines,gateway_beta,success,,mobile,Safari,180.63,715
ses_0024,evt_000140,3,2026-09-02T04:26:25Z,details_entered,card_visa,PHP,Philippines,gateway_beta,success,,mobile,Safari,180.63,1197
ses_0024,evt_000141,4,2026-09-02T04:26:27Z,authorization_requested,card_visa,PHP,Philippines,gateway_beta,submitted,,mobile,Safari,180.63,592
ses_0024,evt_000142,5,2026-09-02T04:26:36Z,3ds_redirect,card_visa,PHP,Philippines,gateway_beta,redirected,,mobile,Safari,180.63,1880
ses_0024,evt_000143,6,2026-09-02T04:26:44Z,3ds_completed,card_visa,PHP,Philippines,gateway_beta,success,,mobile,Safari,180.63,1658
ses_0024,evt_000144,7,2026-09-02T04:26:55Z,authorization_response,card_visa,PHP,Philippines,gateway_beta,failed,fraud_suspected,mobile,Safari,180.63,181
ses_0025,evt_000145,1,2026-09-10T04:26:00Z,checkout_initiated,card_visa,SGD,Singapore,gateway_beta,started,,desktop,Firefox,20.31,236
ses_0025,evt_000146,2,2026-09-10T04:26:09Z,method_selected,card_visa,SGD,Singapore,gateway_beta,success,,desktop,Firefox,20.31,1288
ses_0025,evt_000147,3,2026-09-10T04:26:11Z,details_entered,card_visa,SGD,Singapore,gateway_beta,success,,desktop,Firefox,20.31,1480
ses_0025,evt_000148,4,2026-09-10T04:26:17Z,authorization_requested,card_visa,SGD,Singapore,gateway_beta,submitted,,desktop,Firefox,20.31,1513
ses_0025,evt_000149,5,2026-09-10T04:26:28Z,3ds_redirect,card_visa,SGD,Singapore,gateway_beta,redirected,,desktop,Firefox,20.31,3939
ses_0025,evt_000150,6,2026-09-10T04:26:40Z,3ds_completed,card_visa,SGD,Singapore,gateway_beta,success,,desktop,Firefox,20.31,3707
ses_0025,evt_000151,7,2026-09-10T04:26:54Z,authorization_response,card_visa,SGD,Singapore,gateway_beta,failed,timeout,desktop,Firefox,20.31,10441
ses_0026,evt_000152,1,2026-09-14T01:56:51Z,checkout_initiated,card_visa,SGD,Singapore,gateway_alpha,started,,desktop,Safari,430.48,1061
ses_0026,evt_000153,2,2026-09-14T01:56:59Z,method_selected,card_visa,SGD,Singapore,gateway_alpha,success,,desktop,Safari,430.48,755
ses_0026,evt_000154,3,2026-09-14T01:57:05Z,details_entered,card_visa,SGD,Singapore,gateway_alpha,success,,desktop,Safari,430.48,1428
ses_0026,evt_000155,4,2026-09-14T01:57:10Z,authorization_requested,card_visa,SGD,Singapore,gateway_alpha,submitted,,desktop,Safari,430.48,1051
ses_0026,evt_000156,5,2026-09-14T01:57:18Z,authorization_response,card_visa,SGD,Singapore,gateway_alpha,success,,desktop,Safari,430.48,1799
ses_0026,evt_000157,6,2026-09-14T01:57:25Z,payment_completed,card_visa,SGD,Singapore,gateway_alpha,success,,desktop,Safari,430.48,286
ses_0027,evt_000158,1,2026-09-14T05:19:13Z,checkout_initiated,card_mastercard,KES,Kenya,gateway_alpha,started,,desktop,Chrome,26.76,743
ses_0027,evt_000159,2,2026-09-14T05:19:24Z,method_selected,card_mastercard,KES,Kenya,gateway_alpha,success,,desktop,Chrome,26.76,1317
ses_0027,evt_000160,3,2026-09-14T05:19:36Z,details_entered,card_mastercard,KES,Kenya,gateway_alpha,success,,desktop,Chrome,26.76,1738
ses_0027,evt_000161,4,2026-09-14T05:19:41Z,authorization_requested,card_mastercard,KES,Kenya,gateway_alpha,submitted,,desktop,Chrome,26.76,540
ses_0027,evt_000162,5,2026-09-14T05:19:52Z,3ds_redirect,card_mastercard,KES,Kenya,gateway_alpha,redirected,,desktop,Chrome,26.76,3591
ses_0027,evt_000163,6,2026-09-14T05:20:00Z,3ds_completed,card_mastercard,KES,Kenya,gateway_alpha,success,,desktop,Chrome,26.76,4631
ses_0027,evt_000164,7,2026-09-14T05:20:11Z,authorization_response,card_mastercard,KES,Kenya,gateway_alpha,success,,desktop,Chrome,26.76,377
ses_0027,evt_000165,8,2026-09-14T05:20:20Z,payment_completed,card_mastercard,KES,Kenya,gateway_alpha,success,,desktop,Chrome,26.76,1055
ses_0028,evt_000166,1,2026-09-13T09:11:31Z,checkout_initiated,card_mastercard,PHP,Philippines,gateway_alpha,started,,desktop,Chrome,101.97,803
ses_0028,evt_000167,2,2026-09-13T09:11:36Z,method_selected,card_mastercard,PHP,Philippines,gateway_alpha,success,,desktop,Chrome,101.97,735
ses_0028,evt_000168,3,2026-09-13T09:11:45Z,details_entered,card_mastercard,PHP,Philippines,gateway_alpha,success,,desktop,Chrome,101.97,498
ses_0028,evt_000169,4,2026-09-13T09:11:51Z,authorization_requested,card_mastercard,PHP,Philippines,gateway_alpha,submitted,,desktop,Chrome,101.97,1028
ses_0028,evt_000170,5,2026-09-13T09:12:05Z,3ds_redirect,card_mastercard,PHP,Philippines,gateway_alpha,redirected,,desktop,Chrome,101.97,4866
ses_0028,evt_000171,6,2026-09-13T09:12:18Z,3ds_completed,card_mastercard,PHP,Philippines,gateway_alpha,success,,desktop,Chrome,101.97,4089
ses_0028,evt_000172,7,2026-09-13T09:12:24Z,authorization_response,card_mastercard,PHP,Philippines,gateway_alpha,success,,desktop,Chrome,101.97,345
ses_0028,evt_000173,8,2026-09-13T09:12:29Z,payment_completed,card_mastercard,PHP,Philippines,gateway_alpha,success,,desktop,Chrome,101.97,1124
ses_0029,evt_000174,1,2026-09-09T12:38:07Z,checkout_initiated,bank_transfer_local,USD,Cross-border,bank_rail,started,,desktop,Safari,419.06,231
ses_0029,evt_000175,2,2026-09-09T12:38:13Z,method_selected,bank_transfer_local,USD,Cross-border,bank_rail,success,,desktop,Safari,419.06,1171
ses_0029,evt_000176,3,2026-09-09T12:38:15Z,details_entered,bank_transfer_local,USD,Cross-border,bank_rail,success,,desktop,Safari,419.06,433
ses_0029,evt_000177,4,2026-09-09T12:38:22Z,authorization_requested,bank_transfer_local,USD,Cross-border,bank_rail,submitted,,desktop,Safari,419.06,664
ses_0029,evt_000178,5,2026-09-09T12:38:28Z,authorization_response,bank_transfer_local,USD,Cross-border,bank_rail,pending,,desktop,Safari,419.06,473
ses_0030,evt_000179,1,2026-09-02T23:08:56Z,checkout_initiated,bank_transfer_local,PHP,Philippines,bank_rail,started,,desktop,Chrome,123.10,1627
ses_0030,evt_000180,2,2026-09-02T23:09:07Z,method_selected,bank_transfer_local,PHP,Philippines,bank_rail,success,,desktop,Chrome,123.10,836
